latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
46.362,-115.748,309.6,1.5,1.2,2017-10-16,2015,A,69,6.0NRT,287.4,18.5,D
45.755,-118.609,314,2.2,1.4,2017-10-16,2015,A,74,6.0NRT,298.9,24.6,D
46.393,-115.762,322.3,1.5,1.2,2017-10-16,2015,A,82,6.0NRT,287.2,36.6,D
46.404,-115.766,314.2,1.5,1.2,2017-10-16,2015,A,58,6.0NRT,286.9,22.7,D
46.155,-117.416,312.5,1.8,1.3,2017-10-16,2015,A,60,6.0NRT,283.8,29.3,D
46.105,-118.138,310,2,1.4,2017-10-16,2015,A,56,6.0NRT,294.8,17.8,D
46.113,-118.119,307.4,2,1.4,2017-10-16,2015,A,52,6.0NRT,294.2,15,D
46.107,-118.144,306.4,2,1.4,2017-10-16,2015,A,54,6.0NRT,295,11.8,D
46.708,-115.963,324.5,1.5,1.2,2017-10-16,2015,A,83,6.0NRT,284.2,44.1,D
46.256,-118.143,306.4,2,1.4,2017-10-16,2015,A,63,6.0NRT,293.9,11.2,D
46.643,-116.395,325.8,1.6,1.2,2017-10-16,2015,A,84,6.0NRT,287,49.4,D
45.573,-121.114,303.8,3,1.6,2017-10-16,2015,A,38,6.0NRT,291.5,19.4,D
45.569,-121.192,302.4,3,1.6,2017-10-16,2015,A,30,6.0NRT,288.4,19.5,D
45.574,-121.118,304,3,1.6,2017-10-16,2015,A,53,6.0NRT,291.5,21.7,D
45.569,-121.196,301,3,1.6,2017-10-16,2015,A,31,6.0NRT,288.3,16.6,D
48.707,-101.359,309.7,2.1,1.4,2017-10-16,2015,A,59,6.0NRT,286.1,29,D
46.41,-117.874,304.8,1.9,1.3,2017-10-16,2015,A,60,6.0NRT,294.3,8.1,D
48.901,-98.449,302.2,3,1.6,2017-10-16,2015,A,49,6.0NRT,289.4,17.5,D
48.881,-98.926,304.5,2.8,1.6,2017-10-16,2015,A,59,6.0NRT,291.7,18.7,D
46.741,-116.378,355.7,1.6,1.2,2017-10-16,2015,A,98,6.0NRT,288.3,147.8,D
46.737,-116.398,351.9,1.6,1.2,2017-10-16,2015,A,97,6.0NRT,289.6,130.7,D
46.751,-116.383,306.5,1.6,1.2,2017-10-16,2015,A,64,6.0NRT,285.3,17.1,D
46.747,-116.402,340.3,1.6,1.2,2017-10-16,2015,A,92,6.0NRT,287.1,88.1,D
46.843,-115.985,365.8,1.5,1.2,2017-10-16,2015,A,100,6.0NRT,287.8,187.9,D
46.839,-116.003,326.7,1.5,1.2,2017-10-16,2015,A,85,6.0NRT,284.1,48.1,D
46.839,-115.971,315.5,1.5,1.2,2017-10-16,2015,A,76,6.0NRT,284.8,27.4,D
46.835,-115.989,334.5,1.5,1.2,2017-10-16,2015,A,89,6.0NRT,285.8,66.1,D
48.902,-98.458,303,3,1.6,2017-10-16,2015,A,53,6.0NRT,289.1,19.6,D
46.85,-115.975,311.6,1.5,1.2,2017-10-16,2015,A,64,6.0NRT,283.6,22,D
46.846,-115.993,338.6,1.5,1.2,2017-10-16,2015,A,91,6.0NRT,285.3,77.4,D
48.742,-102.191,317,1.9,1.3,2017-10-16,2015,A,77,6.0NRT,290.6,37.8,D
46.594,-117.415,305,1.8,1.3,2017-10-16,2015,A,58,6.0NRT,292.2,11.2,D
46.589,-117.437,310.5,1.8,1.3,2017-10-16,2015,A,70,6.0NRT,292.3,19.1,D
45.007,-123.799,300.6,4.3,1.9,2017-10-16,2015,A,39,6.0NRT,285.7,43.8,D
45.009,-123.806,301.6,4.3,1.9,2017-10-16,2015,A,48,6.0NRT,285.8,48.6,D
46.939,-116.222,351.6,1.5,1.2,2017-10-16,2015,A,97,6.0NRT,284.8,126.2,D
46.935,-116.241,311.4,1.5,1.2,2017-10-16,2015,A,71,6.0NRT,283.9,23.7,D
45.155,-123.553,309.8,4.1,1.9,2017-10-16,2015,A,69,6.0NRT,287.2,82.6,D
45.142,-123.601,304.8,4.1,1.9,2017-10-16,2015,A,60,6.0NRT,287.4,58.1,D
46.949,-116.227,337.7,1.5,1.2,2017-10-16,2015,A,91,6.0NRT,285.3,76.9,D
46.945,-116.246,300.1,1.5,1.2,2017-10-16,2015,A,19,6.0NRT,284.1,9.4,D
46.822,-116.842,313.1,1.6,1.3,2017-10-16,2015,A,73,6.0NRT,284.9,28.9,D
46.784,-117.079,347.4,1.7,1.3,2017-10-16,2015,A,95,6.0NRT,292.4,118.5,D
46.78,-117.101,339.8,1.7,1.3,2017-10-16,2015,A,92,6.0NRT,292.9,88.8,D
46.795,-117.084,305.9,1.7,1.3,2017-10-16,2015,A,62,6.0NRT,290.9,11.3,D
46.791,-117.106,306,1.7,1.3,2017-10-16,2015,A,63,6.0NRT,291.8,11.2,D
46.793,-117.091,325.3,1.7,1.3,2017-10-16,2015,A,84,6.0NRT,292.2,46.1,D
47.025,-116.435,308.8,1.5,1.2,2017-10-16,2015,A,68,6.0NRT,280.9,22.2,D
47.021,-116.455,310.8,1.6,1.2,2017-10-16,2015,A,70,6.0NRT,280.3,25.2,D
47.026,-116.439,316,1.5,1.2,2017-10-16,2015,A,76,6.0NRT,280.4,30.2,D
47.022,-116.46,301.5,1.6,1.2,2017-10-16,2015,A,23,6.0NRT,280,11.8,D
47.193,-116.013,339.3,1.5,1.2,2017-10-16,2015,A,69,6.0NRT,279.6,79.8,D
49.167,-102.7,323.4,1.8,1.3,2017-10-16,2015,A,82,6.0NRT,291.6,48,D
49.165,-102.724,308.2,1.8,1.3,2017-10-16,2015,A,67,6.0NRT,291.4,17.4,D
49.243,-103.207,307.7,1.7,1.3,2017-10-16,2015,A,64,6.0NRT,293,13.2,D
49.264,-103.091,319.1,1.7,1.3,2017-10-16,2015,A,79,6.0NRT,293.1,32.6,D
49.262,-103.115,317.9,1.7,1.3,2017-10-16,2015,A,78,6.0NRT,293.6,30.1,D
49.259,-103.096,323.2,1.7,1.3,2017-10-16,2015,A,82,6.0NRT,293.1,38.8,D
49.25,-103.214,309.6,1.7,1.3,2017-10-16,2015,A,67,6.0NRT,293.1,15.2,D
48.656,-109.216,334,1,1,2017-10-16,2015,A,88,6.0NRT,294.7,33,D
48.654,-109.23,350.7,1,1,2017-10-16,2015,A,96,6.0NRT,298,63.6,D
49.47,-101.072,311.1,2.2,1.4,2017-10-16,2015,A,71,6.0NRT,290.6,27.9,D
49.421,-102.938,326.1,1.8,1.3,2017-10-16,2015,A,84,6.0NRT,292,49.2,D
49.419,-102.962,317.8,1.8,1.3,2017-10-16,2015,A,77,6.0NRT,293.2,29.7,D
49.433,-102.94,314.2,1.8,1.3,2017-10-16,2015,A,74,6.0NRT,292.2,23.7,D
49.431,-102.964,315.1,1.8,1.3,2017-10-16,2015,A,75,6.0NRT,292.9,25.3,D
47.554,-116.626,327.6,1.5,1.2,2017-10-16,2015,A,85,6.0NRT,285,51.2,D
47.55,-116.645,319.8,1.5,1.2,2017-10-16,2015,A,80,6.0NRT,284.1,36.2,D
47.546,-116.666,306.7,1.5,1.2,2017-10-16,2015,A,64,6.0NRT,284.6,17.1,D
47.555,-116.631,321.9,1.5,1.2,2017-10-16,2015,A,53,6.0NRT,284.7,35.9,D
47.568,-116.681,313.3,1.5,1.2,2017-10-16,2015,A,38,6.0NRT,285.3,23.1,D
46.02,-123.243,300.5,3.7,1.8,2017-10-16,2015,A,38,6.0NRT,285.9,38.6,D
49.621,-101.928,315.4,2,1.4,2017-10-16,2015,A,76,6.0NRT,291,34.8,D
49.888,-96.404,301.6,3.9,1.8,2017-10-16,2015,A,48,6.0NRT,287.6,34.4,D
49.643,-101.626,301.6,2.1,1.4,2017-10-16,2015,A,48,6.0NRT,291.2,8.7,D
49.625,-101.909,302.5,2,1.4,2017-10-16,2015,A,52,6.0NRT,290.7,10,D
49.624,-101.936,312.5,2,1.4,2017-10-16,2015,A,73,6.0NRT,291.1,28.4,D
49.714,-101.095,301.4,2.2,1.4,2017-10-16,2015,A,47,6.0NRT,289.8,9.7,D
49.601,-103.105,306.4,1.7,1.3,2017-10-16,2015,A,62,6.0NRT,292.5,12,D
48.067,-114.965,322,1.3,1.1,2017-10-16,2015,A,81,6.0NRT,286.1,31.2,D
49.623,-103.065,303.3,1.8,1.3,2017-10-16,2020,A,42,6.0NRT,292.1,8.6,D
49.668,-103.098,302.5,1.7,1.3,2017-10-16,2020,A,52,6.0NRT,291.6,7.1,D
49.868,-101.091,307.8,2.2,1.4,2017-10-16,2020,A,66,6.0NRT,288.9,21,D
49.867,-101.098,305.4,2.2,1.4,2017-10-16,2020,A,61,6.0NRT,289,17,D
49.88,-101.1,302.6,2.2,1.4,2017-10-16,2020,A,53,6.0NRT,289.3,11.6,D
49.509,-106.13,318.4,1.3,1.1,2017-10-16,2020,A,78,6.0NRT,292.1,20,D
49.507,-106.148,304.2,1.3,1.1,2017-10-16,2020,A,54,6.0NRT,291.5,5,D
49.909,-101.678,305.6,2.1,1.4,2017-10-16,2020,A,62,6.0NRT,291.9,15.3,D
46.488,-122.847,300.6,3.4,1.7,2017-10-16,2020,A,34,6.0NRT,287.9,24.9,D
49.91,-101.654,302.9,2.1,1.4,2017-10-16,2020,A,54,6.0NRT,291,10.8,D
49.909,-101.683,303.1,2.1,1.4,2017-10-16,2020,A,55,6.0NRT,291.9,11.5,D
46.498,-122.856,300.6,3.4,1.7,2017-10-16,2020,A,40,6.0NRT,287.7,28.6,D
49.968,-102.12,302,2,1.4,2017-10-16,2020,A,50,6.0NRT,291,10,D
49.966,-102.148,305.3,2,1.4,2017-10-16,2020,A,61,6.0NRT,290.9,15.2,D
49.692,-105.517,303.8,1.3,1.2,2017-10-16,2020,A,53,6.0NRT,288.6,5.9,D
49.691,-105.536,302.1,1.3,1.1,2017-10-16,2020,A,41,6.0NRT,287.7,4.4,D
49.959,-102.126,306.3,2,1.4,2017-10-16,2020,A,63,6.0NRT,291,16.8,D
49.689,-105.524,306.5,1.3,1.2,2017-10-16,2020,A,61,6.0NRT,288.1,8.5,D
48.399,-116.604,303.9,1.5,1.2,2017-10-16,2020,A,57,6.0NRT,283.7,15.3,D
49.967,-111.491,312.9,1,1,2017-10-16,2020,A,73,6.0NRT,292.3,10,D
49.965,-111.504,308.1,1,1,2017-10-16,2020,A,67,6.0NRT,291.8,6.5,D
37.664,-119.56,363.5,3.9,1.8,2017-10-16,2155,A,100,6.0NRT,285.9,692.8,D
37.662,-119.603,337.1,3.9,1.8,2017-10-16,2155,A,89,6.0NRT,288.8,274.2,D
37.68,-119.558,323.8,3.9,1.8,2017-10-16,2155,A,80,6.0NRT,285.6,169.7,D
37.678,-119.604,318.6,3.9,1.8,2017-10-16,2155,A,75,6.0NRT,289.8,128.4,D
37.668,-119.565,373.1,3.9,1.8,2017-10-16,2155,A,100,6.0NRT,289.7,929.4,D
37.666,-119.608,330.7,3.9,1.8,2017-10-16,2155,A,83,6.0NRT,290.1,220.9,D
38.446,-122.57,316.7,2.6,1.5,2017-10-16,2155,A,60,6.0NRT,296.1,47.4,D
38.772,-122.868,324.9,2.5,1.5,2017-10-16,2155,A,82,6.0NRT,301.4,64.7,D
40.181,-123.039,330.8,2.5,1.5,2017-10-16,2155,A,85,6.0NRT,300.4,96.5,D
40.179,-123.066,327.9,2.5,1.5,2017-10-16,2155,A,83,6.0NRT,297.2,84,D
40.176,-122.989,315.2,2.5,1.5,2017-10-16,2155,A,50,6.0NRT,297.3,39.5,D
40.186,-123.045,382.9,2.5,1.5,2017-10-16,2155,A,100,6.0NRT,299.6,618,D
40.185,-123.071,335.9,2.5,1.5,2017-10-16,2155,A,89,6.0NRT,298,126.9,D
40.2,-123.05,327.2,2.5,1.5,2017-10-16,2155,A,70,6.0NRT,287.5,83.4,D
41.78,-123.142,306.6,2.6,1.5,2017-10-16,2155,A,38,6.0NRT,293.7,19.1,D
41.785,-123.145,309.1,2.6,1.5,2017-10-16,2155,A,55,6.0NRT,294.5,25.5,D
42.561,-120.663,307.6,3.7,1.8,2017-10-16,2155,A,57,6.0NRT,294.8,41.3,D
42.621,-121.353,311.2,3.4,1.7,2017-10-16,2155,A,71,6.0NRT,295.6,52.9,D
42.87,-121.177,306.3,3.4,1.7,2017-10-16,2155,A,57,6.0NRT,293.8,32,D
42.865,-121.186,303.7,3.4,1.7,2017-10-16,2155,A,37,6.0NRT,293.6,22.5,D
43.367,-121.701,305,3.2,1.7,2017-10-16,2155,A,60,6.0NRT,287.6,34.2,D
43.365,-121.709,303.6,3.2,1.7,2017-10-16,2155,A,56,6.0NRT,288.2,29.3,D
44.88,-120.258,320,4,1.9,2017-10-16,2155,A,80,6.0NRT,294.8,108,D
44.885,-120.266,317.1,4,1.9,2017-10-16,2155,A,77,6.0NRT,294.8,93.3,D
45.022,-123.77,313.3,2.5,1.5,2017-10-16,2155,A,73,6.0NRT,287.8,48.7,D
45.021,-123.798,310.8,2.5,1.5,2017-10-16,2155,A,70,6.0NRT,289.3,41.2,D
45.153,-123.554,305.5,2.6,1.6,2017-10-16,2155,A,62,6.0NRT,290.1,28.5,D
45.151,-123.588,301.9,2.6,1.6,2017-10-16,2155,A,50,6.0NRT,290,19.8,D
45.244,-123.906,309.4,2.5,1.5,2017-10-16,2155,A,69,6.0NRT,286.2,39.5,D
45.242,-123.937,306.4,2.5,1.5,2017-10-16,2155,A,48,6.0NRT,285.1,29.6,D
47.388,-120.926,302.5,3.8,1.8,2017-10-16,2155,A,52,6.0NRT,288.4,39.7,D
19.404,-155.284,374.5,1.4,1.2,2017-10-16,2325,A,94,6.0NRT,292.1,206.9,D
19.392,-92.045,311.4,2.3,1.5,2017-10-17,0355,T,75,6.0NRT,282.6,31.5,N
19.389,-92.05,310.6,2.3,1.5,2017-10-17,0355,T,72,6.0NRT,282.1,29.9,N
19.424,-92.08,305.1,2.3,1.5,2017-10-17,0355,T,17,6.0NRT,284.2,17.2,N
28.804,-95.607,334.2,2.6,1.5,2017-10-17,0400,T,100,6.0NRT,288.2,144.1,N
28.798,-95.633,304,2.6,1.5,2017-10-17,0400,T,58,6.0NRT,285.8,29.1,N
28.817,-95.611,317.1,2.6,1.5,2017-10-17,0400,T,94,6.0NRT,285,65.6,N
28.809,-95.615,340.3,2.6,1.5,2017-10-17,0400,T,100,6.0NRT,286.8,183.9,N
32.21,-85.458,300.5,1.1,1.1,2017-10-17,0400,T,29,6.0NRT,280.7,8.3,N
32.921,-89.172,304.4,1,1,2017-10-17,0400,T,60,6.0NRT,282.5,9.2,N
31.432,-115.951,308.7,1.2,1.1,2017-10-17,0540,T,75,6.0NRT,287.4,12.4,N
31.429,-115.964,321.6,1.2,1.1,2017-10-17,0540,T,100,6.0NRT,287.9,26.7,N
31.432,-115.957,320,1.2,1.1,2017-10-17,0540,T,99,6.0NRT,287.8,23.9,N
31.43,-115.97,300.4,1.2,1.1,2017-10-17,0540,T,13,6.0NRT,287.2,4.9,N
34.176,-109.597,326.2,1.3,1.1,2017-10-17,0540,T,73,6.0NRT,286.8,38.2,N
34.33,-110.818,328.2,1.1,1.1,2017-10-17,0540,T,100,6.0NRT,288.4,36.3,N
34.328,-110.83,315.6,1.1,1.1,2017-10-17,0540,T,92,6.0NRT,284.4,20.4,N
34.339,-110.819,300.3,1.1,1.1,2017-10-17,0540,T,12,6.0NRT,284.5,7.9,N
34.338,-110.831,314.8,1.1,1.1,2017-10-17,0540,T,90,6.0NRT,285.5,19.5,N
34.347,-110.833,313.3,1.1,1.1,2017-10-17,0540,T,87,6.0NRT,284.3,17.6,N
33.399,-117.398,311.6,1.3,1.1,2017-10-17,0540,T,61,6.0NRT,294.8,14.4,N
33.407,-117.415,322.4,1.3,1.1,2017-10-17,0540,T,100,6.0NRT,295.1,27.9,N
33.406,-117.406,317.4,1.3,1.1,2017-10-17,0540,T,95,6.0NRT,295.2,20.4,N
33.417,-117.408,320.9,1.3,1.1,2017-10-17,0540,T,100,6.0NRT,294.8,26.1,N
36.255,-118.416,347.7,1.4,1.2,2017-10-17,0540,T,100,6.0NRT,284.1,93.7,N
36.253,-118.428,330.3,1.4,1.2,2017-10-17,0540,T,100,6.0NRT,281.1,49.7,N
36.265,-118.419,323,1.4,1.2,2017-10-17,0540,T,100,6.0NRT,281.2,37.1,N
36.273,-118.434,301.5,1.4,1.2,2017-10-17,0540,T,42,6.0NRT,276.9,11.8,N
37.665,-119.542,304.9,1.5,1.2,2017-10-17,0540,T,18,6.0NRT,279.9,15.8,N
37.662,-119.559,313,1.5,1.2,2017-10-17,0540,T,86,6.0NRT,280,26.2,N
37.672,-119.563,354.7,1.5,1.2,2017-10-17,0540,T,100,6.0NRT,285.6,132.5,N
37.669,-119.579,308.2,1.5,1.2,2017-10-17,0540,T,33,6.0NRT,280.6,19.6,N
37.668,-119.55,326.5,1.5,1.2,2017-10-17,0540,T,100,6.0NRT,282.2,47.9,N
37.665,-119.567,326.6,1.5,1.2,2017-10-17,0540,T,100,6.0NRT,282.1,48.3,N
37.679,-119.555,317.6,1.5,1.2,2017-10-17,0540,T,95,6.0NRT,279.9,32.7,N
37.675,-119.571,336.4,1.5,1.2,2017-10-17,0540,T,100,6.0NRT,283.1,72,N
38.452,-122.456,302.4,2.1,1.4,2017-10-17,0540,T,38,6.0NRT,285.6,19.8,N
38.46,-122.48,311.6,2.1,1.4,2017-10-17,0540,T,83,6.0NRT,286.4,34.8,N
38.445,-122.551,325.2,2.1,1.4,2017-10-17,0540,T,100,6.0NRT,289.3,69.8,N
38.458,-122.552,303.5,2.1,1.4,2017-10-17,0540,T,56,6.0NRT,287.5,19.1,N
38.452,-122.578,307.7,2.1,1.4,2017-10-17,0540,T,72,6.0NRT,289.3,26.9,N
38.458,-122.558,308.9,2.1,1.4,2017-10-17,0540,T,52,6.0NRT,288.5,26.7,N
38.79,-122.818,301.4,2.1,1.4,2017-10-17,0540,T,33,6.0NRT,281.5,17.5,N
38.784,-122.843,302.6,2.1,1.4,2017-10-17,0540,T,50,6.0NRT,283.6,19.4,N
38.79,-122.824,305.2,2.1,1.4,2017-10-17,0540,T,61,6.0NRT,281.3,23.6,N
42.683,-111.592,308.7,1.3,1.1,2017-10-17,0540,T,75,6.0NRT,271.2,21.6,N
42.566,-120.649,302.7,1.3,1.1,2017-10-17,0540,T,51,6.0NRT,277.9,14.5,N
42.623,-121.339,305.5,1.4,1.2,2017-10-17,0540,T,65,6.0NRT,275.6,18.9,N
46.364,-115.757,301.5,1,1,2017-10-17,0545,T,41,6.0NRT,275,9.1,N
46.149,-117.398,304.2,1,1,2017-10-17,0545,T,33,6.0NRT,277.4,9,N
46.147,-117.41,300.1,1,1,2017-10-17,0545,T,10,6.0NRT,276.3,6.9,N
46.715,-115.96,301.1,1,1,2017-10-17,0545,T,38,6.0NRT,276.6,8.8,N
46.744,-116.304,318.5,1,1,2017-10-17,0545,T,97,6.0NRT,274.7,21.9,N
46.841,-115.988,313.6,1,1,2017-10-17,0545,T,88,6.0NRT,277.3,17.5,N
46.948,-116.224,302.7,1,1,2017-10-17,0545,T,51,6.0NRT,277.9,8.6,N
46.957,-116.226,309.8,1,1,2017-10-17,0545,T,78,6.0NRT,277.3,13.5,N
47.186,-116.028,309,1,1,2017-10-17,0545,T,76,6.0NRT,275.4,13.4,N
47.197,-116.017,309.6,1,1,2017-10-17,0545,T,78,6.0NRT,276.5,13.9,N
47.195,-116.03,312.2,1,1,2017-10-17,0545,T,84,6.0NRT,276,15.8,N
47.777,-116.657,300.6,1,1,2017-10-17,0545,T,30,6.0NRT,279.7,7.5,N
46.816,-123.834,307.7,1.5,1.2,2017-10-17,0545,T,72,6.0NRT,280.4,21.8,N
48.401,-116.606,305.1,1,1,2017-10-17,0545,T,63,6.0NRT,277,11.2,N
18.932,-70.351,310.2,1.4,1.2,2017-10-17,0640,A,79,6.0NRT,289.9,14.9,N
28.817,-95.612,306.7,1,1,2017-10-17,0820,A,12,6.0NRT,285,8.5,N
28.815,-95.602,306.7,1,1,2017-10-17,0820,A,31,6.0NRT,285.7,8.8,N
28.813,-95.645,334.6,1,1,2017-10-17,0820,A,100,6.0NRT,286.4,38.1,N
28.811,-95.635,320.5,1,1,2017-10-17,0820,A,100,6.0NRT,285.7,19.9,N
28.808,-95.614,320.6,1,1,2017-10-17,0820,A,59,6.0NRT,286,18.5,N
28.806,-95.604,326.1,1,1,2017-10-17,0820,A,79,6.0NRT,287.7,24.8,N
28.799,-95.616,316.2,1,1,2017-10-17,0820,A,46,6.0NRT,286.8,14.4,N
26.89,-101.454,306.4,1.4,1.2,2017-10-17,0820,A,68,6.0NRT,285.6,15.3,N
26.893,-101.445,302.9,1.4,1.2,2017-10-17,0820,A,14,6.0NRT,285,10.7,N
19.566,-92.228,311.5,2.2,1.4,2017-10-17,0820,A,75,6.0NRT,284.4,30,N
19.566,-92.233,310.9,2.2,1.4,2017-10-17,0820,A,73,6.0NRT,284.9,28.5,N
19.432,-92.076,306.1,2.2,1.5,2017-10-17,0820,A,25,6.0NRT,290.2,17.8,N
40.2,-123.048,311.9,1.4,1.2,2017-10-17,0955,A,84,6.0NRT,276.5,23.1,N
40.19,-123.052,302.6,1.4,1.2,2017-10-17,0955,A,50,6.0NRT,276.6,14.1,N
38.797,-122.837,328.4,1.3,1.1,2017-10-17,0955,A,100,6.0NRT,290,41,N
38.795,-122.822,309.5,1.3,1.1,2017-10-17,0955,A,52,6.0NRT,288.5,14.5,N
38.471,-122.471,312.6,1.2,1.1,2017-10-17,0955,A,85,6.0NRT,288.8,18.5,N
38.461,-122.473,317.1,1.2,1.1,2017-10-17,0955,A,94,6.0NRT,292.2,22.6,N
38.46,-122.459,343,1.2,1.1,2017-10-17,0955,A,100,6.0NRT,293.9,69,N
38.458,-122.446,336.4,1.2,1.1,2017-10-17,0955,A,100,6.0NRT,289,54.8,N
38.461,-122.558,325.1,1.3,1.1,2017-10-17,0955,A,100,6.0NRT,290.5,33.5,N
38.45,-122.461,312.6,1.2,1.1,2017-10-17,0955,A,85,6.0NRT,290.9,17.2,N
38.448,-122.447,314.8,1.2,1.1,2017-10-17,0955,A,90,6.0NRT,289.7,20.2,N
38.453,-122.576,303.7,1.3,1.1,2017-10-17,0955,A,29,6.0NRT,286.7,9.9,N
38.451,-122.561,324.3,1.3,1.1,2017-10-17,0955,A,100,6.0NRT,290.2,32.4,N
38.45,-122.547,316.1,1.3,1.1,2017-10-17,0955,A,74,6.0NRT,291.1,20.9,N
38.44,-122.55,319.6,1.3,1.1,2017-10-17,0955,A,99,6.0NRT,287.9,26.3,N
38.438,-122.535,305.5,1.3,1.1,2017-10-17,0955,A,63,6.0NRT,288.6,11.8,N
37.683,-119.556,300.7,1,1,2017-10-17,0955,A,26,6.0NRT,275.4,7.7,N
37.676,-119.569,317.3,1,1,2017-10-17,0955,A,95,6.0NRT,277.5,19,N
37.674,-119.557,334.8,1,1,2017-10-17,0955,A,100,6.0NRT,281,39,N
37.673,-119.546,322.1,1,1,2017-10-17,0955,A,100,6.0NRT,278.4,23.9,N
37.665,-119.565,310.5,1,1,2017-10-17,0955,A,80,6.0NRT,275.9,14.4,N
37.193,-122.066,319.4,1.2,1.1,2017-10-17,0955,A,98,6.0NRT,289.6,21.9,N
37.184,-122.069,383.8,1.2,1.1,2017-10-17,0955,A,100,6.0NRT,295,211.5,N
37.182,-122.056,323,1.2,1.1,2017-10-17,0955,A,100,6.0NRT,289.2,26.2,N
36.267,-118.42,306.6,1,1,2017-10-17,0955,A,69,6.0NRT,277.9,11.1,N
36.266,-118.408,316.1,1,1,2017-10-17,0955,A,92,6.0NRT,279.5,18,N
36.259,-118.422,313.2,1,1,2017-10-17,0955,A,87,6.0NRT,279.5,15,N
36.257,-118.411,322.6,1,1,2017-10-17,0955,A,100,6.0NRT,281.2,23.7,N
47.192,-116.017,306.6,1,1,2017-10-17,0950,A,69,6.0NRT,275.1,11.8,N
19.402,-155.27,311.3,2.3,1.5,2017-10-17,1140,A,74,6.0NRT,275.3,47.2,N
19.406,-155.277,323.1,2.3,1.5,2017-10-17,1140,A,100,6.0NRT,275.8,80.7,N
42.993,-74.317,301.6,1,1,2017-10-17,1600,T,48,6.0NRT,284.9,6.4,D
42.948,-74.15,300.1,1,1,2017-10-17,1600,T,29,6.0NRT,284.3,5.4,D
41.316,-74.511,301.6,1,1,2017-10-17,1600,T,48,6.0NRT,287.3,5.6,D
40.495,-74.375,301,1.1,1,2017-10-17,1600,T,0,6.0NRT,289.4,2.9,D
40.525,-75.017,304.7,1,1,2017-10-17,1600,T,60,6.0NRT,287.4,7.6,D
40.523,-75.005,309.8,1,1,2017-10-17,1600,T,69,6.0NRT,287.6,10.7,D
40.489,-74.852,320.6,1,1,2017-10-17,1600,T,80,6.0NRT,289.9,19.5,D
41.563,-84.04,310.3,2.1,1.4,2017-10-17,1600,T,70,6.0NRT,290.2,26.3,D
40.892,-77.709,300.5,1,1,2017-10-17,1600,T,25,6.0NRT,288.5,4.6,D
40.267,-74.464,303.4,1.1,1,2017-10-17,1600,T,56,6.0NRT,287.9,6.4,D
39.539,-75.181,302,1,1,2017-10-17,1600,T,47,6.0NRT,287.9,5.4,D
39.67,-77.338,306.2,1,1,2017-10-17,1600,T,63,6.0NRT,291.4,7.2,D
38.984,-77.974,304.3,1,1,2017-10-17,1600,T,55,6.0NRT,287.6,7.1,D
38.831,-77.8,300.1,1,1,2017-10-17,1600,T,29,6.0NRT,288.9,4.3,D
38.467,-75.376,300.3,1,1,2017-10-17,1600,T,33,6.0NRT,289.5,3.6,D
38.411,-75.372,300.1,1,1,2017-10-17,1600,T,29,6.0NRT,289.5,3.6,D
37.49,-77.452,301.2,1,1,2017-10-17,1600,T,28,6.0NRT,289.6,2.3,D
36.47,-76.807,304.2,1,1,2017-10-17,1600,T,58,6.0NRT,289.1,6.5,D
36.454,-76.707,301.5,1,1,2017-10-17,1600,T,48,6.0NRT,289.2,5,D
36.359,-76.81,304.9,1,1,2017-10-17,1600,T,60,6.0NRT,290.9,6.8,D
36.357,-76.799,305.7,1,1,2017-10-17,1600,T,62,6.0NRT,290.9,7.3,D
36.066,-76.828,301.4,1,1,2017-10-17,1600,T,47,6.0NRT,289.8,4.9,D
35.84,-78.883,303.2,1,1,2017-10-17,1605,T,49,6.0NRT,291.3,4.1,D
35.99,-80.295,301.8,1.1,1.1,2017-10-17,1605,T,47,6.0NRT,291.7,4.2,D
35.981,-80.297,303.4,1.1,1.1,2017-10-17,1605,T,56,6.0NRT,291.4,5.4,D
35.457,-77.136,301.1,1,1,2017-10-17,1605,T,40,6.0NRT,288.1,4.7,D
35.258,-77.351,313.2,1,1,2017-10-17,1605,T,67,6.0NRT,289.3,11.4,D
35.25,-77.353,316.1,1,1,2017-10-17,1605,T,76,6.0NRT,288.9,14.4,D
35.248,-77.342,305.8,1,1,2017-10-17,1605,T,45,6.0NRT,287,6.6,D
34.997,-77.948,304.9,1,1,2017-10-17,1605,T,60,6.0NRT,287.2,6.2,D
34.964,-77.91,300.8,1,1,2017-10-17,1605,T,37,6.0NRT,289.7,4.2,D
34.965,-78.295,303.4,1,1,2017-10-17,1605,T,56,6.0NRT,292,4,D
34.963,-78.284,313.6,1,1,2017-10-17,1605,T,74,6.0NRT,292.4,11,D
34.817,-77.854,303.8,1,1,2017-10-17,1605,T,57,6.0NRT,287.3,6.3,D
34.818,-78.176,302.4,1,1,2017-10-17,1605,T,52,6.0NRT,290.6,4.7,D
34.753,-78.174,307.5,1,1,2017-10-17,1605,T,66,6.0NRT,288.8,7.8,D
34.752,-78.229,303.1,1,1,2017-10-17,1605,T,55,6.0NRT,290,5.1,D
34.708,-78.179,303.5,1,1,2017-10-17,1605,T,56,6.0NRT,286.3,5.3,D
34.633,-78.234,304.5,1,1,2017-10-17,1605,T,59,6.0NRT,288.4,6.2,D
